filename,main_document,fell_back,n_regions,x0,y0,x1,y1,width,height,ox0,oy0,ox1,oy1,original_path
234o.png,1,0,3,232,172,2011,1396,2024,1436,172,12,1396,1791,images/archive-original/1280-1289 I (1280-1283)/234o.jpg
235o.png,1,0,3,217,252,2007,1408,2024,1436,252,16,1408,1806,images/archive-original/1280-1289 I (1280-1283)/235o.jpg
236o.png,1,0,10,550,668,1917,1284,2024,1436,668,106,1284,1473,images/archive-original/1280-1289 I (1280-1283)/236o.jpg
237o.png,1,0,1,280,216,1992,1320,2024,1436,216,31,1320,1743,images/archive-original/1280-1289 I (1280-1283)/237o.jpg
238o.png,1,0,1,261,223,2011,1317,2024,1436,223,12,1317,1762,images/archive-original/1280-1289 I (1280-1283)/238o.jpg
239o.png,1,0,1,247,201,2008,1412,2024,1436,201,15,1412,1776,images/archive-original/1280-1289 I (1280-1283)/239o.jpg
240o.png,0,0,1,242,185,2011,1412,2024,1436,185,12,1412,1781,images/archive-original/1280-1289 I (1280-1283)/240o.jpg
241o.png,1,0,1,226,299,2011,1304,2024,1436,299,12,1304,1797,images/archive-original/1280-1289 I (1280-1283)/241o.jpg
242o.png,1,0,1,322,185,1955,1288,2024,1436,185,68,1288,1701,images/archive-original/1280-1289 I (1280-1283)/242o.jpg
243o.png,1,0,7,236,303,2017,1233,2024,1436,303,6,1233,1787,images/archive-original/1280-1289 I (1280-1283)/243o.jpg
244o.png,1,0,3,276,406,1984,1394,2024,1436,406,39,1394,1747,images/archive-original/1280-1289 I (1280-1283)/244o.jpg
245o.png,1,0,1,272,63,2014,1380,2024,1436,63,9,1380,1751,images/archive-original/1280-1289 I (1280-1283)/245o.jpg
246o.png,1,0,1,148,142,1585,1167,1654,1168,142,68,1167,1505,images/archive-original/1280-1289 I (1280-1283)/246o.jpg
247o.png,1,0,9,66,88,1631,992,1654,1168,88,22,992,1587,images/archive-original/1280-1289 I (1280-1283)/247o.jpg
248o.png,1,0,3,57,91,1591,910,1654,1168,91,62,910,1596,images/archive-original/1280-1289 I (1280-1283)/248o.jpg
249o.png,1,0,2,179,376,1986,1354,2024,1436,376,37,1354,1844,images/archive-original/1280-1289 I (1280-1283)/249o.jpg
250o.png,1,0,2,726,905,2050,1130,2339,1656,726,905,2050,1130,images/archive-original/1280-1289 I (1280-1283)/250o.jpg
251o.png,1,0,1,197,161,1404,1865,1436,2024,197,161,1404,1865,images/archive-original/1280-1289 I (1280-1283)/251o.jpg
252o.png,1,0,2,128,150,2258,1445,2339,1656,128,150,2258,1445,images/archive-original/1280-1289 I (1280-1283)/252o.jpg
253o.png,1,0,1,178,70,2008,1412,2024,1436,70,15,1412,1845,images/archive-original/1280-1289 I (1280-1283)/253o.jpg
254o.png,1,0,6,390,478,1810,1319,2024,1436,478,213,1319,1633,images/archive-original/1280-1289 I (1280-1283)/254o.jpg
255o.png,1,0,7,515,195,1749,1346,2024,1436,195,274,1346,1508,images/archive-original/1280-1289 I (1280-1283)/255o.jpg
256o.png,1,0,5,181,35,2008,1377,2024,1436,35,15,1377,1842,images/archive-original/1280-1289 I (1280-1283)/256o.jpg
257o.png,1,0,1,172,124,2014,1396,2024,1436,124,9,1396,1851,images/archive-original/1280-1289 I (1280-1283)/257o.jpg
258o.png,1,0,8,223,242,2010,1247,2024,1436,242,13,1247,1800,images/archive-original/1280-1289 I (1280-1283)/258o.jpg
259o.png,1,0,7,188,676,2007,1317,2024,1436,676,16,1317,1835,images/archive-original/1280-1289 I (1280-1283)/259o.jpg
260o.png,1,0,3,226,95,2014,1403,2024,1436,95,9,1403,1797,images/archive-original/1280-1289 I (1280-1283)/260o.jpg
261o.png,1,0,4,356,141,1863,1352,2024,1436,141,160,1352,1667,images/archive-original/1280-1289 I (1280-1283)/261o.jpg
262o.png,1,0,1,290,54,1925,1435,2024,1436,54,98,1435,1733,images/archive-original/1280-1289 I (1280-1283)/262o.jpg
263o.png,1,0,1,232,89,2011,1374,2024,1436,89,12,1374,1791,images/archive-original/1280-1289 I (1280-1283)/263o.jpg
264o.png,1,0,2,241,384,2008,1353,2024,1436,384,15,1353,1782,images/archive-original/1280-1289 I (1280-1283)/264o.jpg
265o.png,1,0,1,268,89,2004,1412,2024,1436,89,19,1412,1755,images/archive-original/1280-1289 I (1280-1283)/265o.jpg
266o.png,1,0,2,172,102,1982,1310,2024,1436,102,41,1310,1851,images/archive-original/1280-1289 I (1280-1283)/266o.jpg
267o.png,1,0,9,46,324,1622,608,1654,1168,324,31,608,1607,images/archive-original/1280-1289 I (1280-1283)/267o.jpg
268o.png,1,0,2,88,288,1612,730,1654,1168,288,41,730,1565,images/archive-original/1280-1289 I (1280-1283)/268o.jpg
269o.png,1,0,7,109,482,1537,931,1654,1168,482,116,931,1544,images/archive-original/1280-1289 I (1280-1283)/269o.jpg
270o.png,1,0,5,212,83,1489,1068,1654,1168,83,164,1068,1441,images/archive-original/1280-1289 I (1280-1283)/270o.jpg
271o.png,1,0,11,52,93,1622,1145,1654,1168,93,31,1145,1601,images/archive-original/1280-1289 I (1280-1283)/271o.jpg
272o.png,1,0,5,409,134,1858,1128,2024,1436,134,165,1128,1614,images/archive-original/1280-1289 I (1280-1283)/272o.jpg
273o.png,1,0,4,343,344,1894,956,2024,1436,344,129,956,1680,images/archive-original/1280-1289 I (1280-1283)/273o.jpg
274o.png,1,0,2,390,316,1815,957,2024,1436,316,208,957,1633,images/archive-original/1280-1289 I (1280-1283)/274o.jpg
275o.png,1,0,1,410,82,1829,1435,2024,1436,82,194,1435,1613,images/archive-original/1280-1289 I (1280-1283)/275o.jpg
276o.png,0,0,1,418,98,1838,1412,2024,1436,98,185,1412,1605,images/archive-original/1280-1289 I (1280-1283)/276o.jpg
277o.png,0,0,1,405,63,1829,1416,2024,1436,63,194,1416,1618,images/archive-original/1280-1289 I (1280-1283)/277o.jpg
278o.png,1,0,2,222,112,2011,1400,2024,1436,112,12,1400,1801,images/archive-original/1280-1289 I (1280-1283)/278o.jpg
279o.png,1,0,2,603,469,1755,1366,2024,1436,469,268,1366,1420,images/archive-original/1280-1289 I (1280-1283)/279o.jpg
280o.png,1,0,4,213,216,2011,1307,2024,1436,216,12,1307,1810,images/archive-original/1280-1289 I (1280-1283)/280o.jpg
281o.png,1,0,3,539,156,1826,1285,2024,1436,156,197,1285,1484,images/archive-original/1280-1289 I (1280-1283)/281o.jpg
282o.png,1,0,1,0,363,1653,1167,1654,1168,363,0,1167,1653,images/archive-original/1280-1289 I (1280-1283)/282o.jpg
283o.png,1,0,4,670,628,1768,1294,2024,1436,628,255,1294,1353,images/archive-original/1280-1289 I (1280-1283)/283o.jpg
284o.png,1,0,5,220,402,2008,1272,2024,1436,402,15,1272,1803,images/archive-original/1280-1289 I (1280-1283)/284o.jpg
285o.png,1,0,4,280,580,1908,1274,2024,1436,580,115,1274,1743,images/archive-original/1280-1289 I (1280-1283)/285o.jpg
286o.png,1,0,1,204,114,2011,1409,2024,1436,114,12,1409,1819,images/archive-original/1280-1289 I (1280-1283)/286o.jpg
287o.png,1,0,2,239,108,1966,1328,2024,1436,108,57,1328,1784,images/archive-original/1280-1289 I (1280-1283)/287o.jpg
288o.png,1,0,3,497,523,1815,1289,2024,1436,523,208,1289,1526,images/archive-original/1280-1289 I (1280-1283)/288o.jpg
289o.png,1,0,5,497,753,1768,1341,2024,1436,753,255,1341,1526,images/archive-original/1280-1289 I (1280-1283)/289o.jpg
290o.png,1,0,4,308,121,1896,1392,2024,1436,121,127,1392,1715,images/archive-original/1280-1289 I (1280-1283)/290o.jpg
291o.png,1,0,2,198,480,1949,1364,2024,1436,480,74,1364,1825,images/archive-original/1280-1289 I (1280-1283)/291o.jpg
292o.png,1,0,1,197,67,2011,1406,2024,1436,67,12,1406,1826,images/archive-original/1280-1289 I (1280-1283)/292o.jpg
293o.png,1,0,1,210,105,2014,1406,2024,1436,105,9,1406,1813,images/archive-original/1280-1289 I (1280-1283)/293o.jpg
294o.png,1,0,3,232,67,1998,1403,2024,1436,67,25,1403,1791,images/archive-original/1280-1289 I (1280-1283)/294o.jpg
295o.png,1,0,2,188,95,2014,1390,2024,1436,95,9,1390,1835,images/archive-original/1280-1289 I (1280-1283)/295o.jpg
296o.png,1,0,1,210,38,2008,1406,2024,1436,38,15,1406,1813,images/archive-original/1280-1289 I (1280-1283)/296o.jpg
297o.png,1,0,6,232,285,1375,729,1654,1168,285,278,729,1421,images/archive-original/1280-1289 I (1280-1283)/297o.jpg
298o.png,1,0,12,47,88,1142,1627,1168,1654,47,88,1142,1627,images/archive-original/1280-1289 I (1280-1283)/298o.jpg
299o.png,1,0,2,22,102,1145,1623,1168,1654,22,102,1145,1623,images/archive-original/1280-1289 I (1280-1283)/299o.jpg
300o.png,1,0,9,254,210,1401,765,1654,1168,210,252,765,1399,images/archive-original/1280-1289 I (1280-1283)/300o.jpg
301o.png,1,0,8,68,106,1622,1036,1654,1168,106,31,1036,1585,images/archive-original/1280-1289 I (1280-1283)/301o.jpg
302o.png,1,0,5,31,106,1622,1167,1654,1168,106,31,1167,1622,images/archive-original/1280-1289 I (1280-1283)/302o.jpg
303o.png,1,0,1,129,192,1549,941,1654,1168,192,104,941,1524,images/archive-original/1280-1289 I (1280-1283)/303o.jpg
304o.png,1,0,5,232,192,1387,684,1654,1168,192,266,684,1421,images/archive-original/1280-1289 I (1280-1283)/304o.jpg
305o.png,1,0,5,234,158,1375,646,1654,1168,158,278,646,1419,images/archive-original/1280-1289 I (1280-1283)/305o.jpg
306o.png,1,0,4,184,331,1329,799,1654,1168,331,324,799,1469,images/archive-original/1280-1289 I (1280-1283)/306o.jpg
307o.png,1,0,1,116,288,1557,829,1654,1168,288,96,829,1537,images/archive-original/1280-1289 I (1280-1283)/307o.jpg
308o.png,1,0,1,163,202,1471,783,1654,1168,202,182,783,1490,images/archive-original/1280-1289 I (1280-1283)/308o.jpg
309o.png,1,0,1,59,57,1619,1156,1654,1168,57,34,1156,1594,images/archive-original/1280-1289 I (1280-1283)/309o.jpg
310o.png,1,0,3,595,242,1673,987,2024,1436,242,350,987,1428,images/archive-original/1280-1289 I (1280-1283)/310o.jpg
311o.png,1,0,2,62,67,1615,1167,1654,1168,67,38,1167,1591,images/archive-original/1280-1289 I (1280-1283)/311o.jpg
312o.png,1,0,6,283,125,1179,1855,1436,2024,283,125,1179,1855,images/archive-original/1280-1289 I (1280-1283)/312o.jpg
313o.png,1,0,1,362,527,1858,1406,2024,1436,527,165,1406,1661,images/archive-original/1280-1289 I (1280-1283)/313o.jpg
314o.png,1,0,5,213,547,1987,1329,2024,1436,547,36,1329,1810,images/archive-original/1280-1289 I (1280-1283)/314o.jpg
315o.png,1,0,1,226,114,2011,1416,2024,1436,114,12,1416,1797,images/archive-original/1280-1289 I (1280-1283)/315o.jpg
316o.png,1,0,1,550,400,1833,1387,2024,1436,400,190,1387,1473,images/archive-original/1280-1289 I (1280-1283)/316o.jpg
317o.png,1,0,2,552,95,1842,1320,2024,1436,95,181,1320,1471,images/archive-original/1280-1289 I (1280-1283)/317o.jpg
318o.png,1,0,3,339,124,1902,1402,2024,1436,124,121,1402,1684,images/archive-original/1280-1289 I (1280-1283)/318o.jpg
319o.png,1,0,4,178,207,2008,1412,2024,1436,207,15,1412,1845,images/archive-original/1280-1289 I (1280-1283)/319o.jpg
320o.png,1,0,1,226,162,2011,1412,2024,1436,162,12,1412,1797,images/archive-original/1280-1289 I (1280-1283)/320o.jpg
321o.png,1,0,1,223,118,2011,1419,2024,1436,118,12,1419,1800,images/archive-original/1280-1289 I (1280-1283)/321o.jpg
322o.png,1,0,3,220,149,2001,1291,2024,1436,149,22,1291,1803,images/archive-original/1280-1289 I (1280-1283)/322o.jpg
323o.png,1,0,3,232,73,2014,1406,2024,1436,73,9,1406,1791,images/archive-original/1280-1289 I (1280-1283)/323o.jpg
324o.png,1,0,19,58,290,1127,1623,1168,1654,58,290,1127,1623,images/archive-original/1280-1289 I (1280-1283)/324o.jpg
325o.png,1,0,4,129,36,1552,1146,1654,1168,36,101,1146,1524,images/archive-original/1280-1289 I (1280-1283)/325o.jpg
326o.png,1,0,2,14,47,1148,1620,1168,1654,14,47,1148,1620,images/archive-original/1280-1289 I (1280-1283)/326o.jpg
327o.png,1,0,5,85,70,1632,1167,1654,1168,70,21,1167,1568,images/archive-original/1280-1289 I (1280-1283)/327o.jpg
328o.png,1,0,1,89,56,1627,1167,1654,1168,56,26,1167,1564,images/archive-original/1280-1289 I (1280-1283)/328o.jpg
329o.png,1,0,4,54,142,1635,1167,1654,1168,142,18,1167,1599,images/archive-original/1280-1289 I (1280-1283)/329o.jpg
330o.png,1,0,3,96,134,1624,1167,1654,1168,134,29,1167,1557,images/archive-original/1280-1289 I (1280-1283)/330o.jpg
331o.png,1,0,2,111,205,1520,892,1654,1168,205,133,892,1542,images/archive-original/1280-1289 I (1280-1283)/331o.jpg
332o.png,1,0,1,91,110,1138,1623,1168,1654,91,110,1138,1623,images/archive-original/1280-1289 I (1280-1283)/332o.jpg
333o.png,1,0,1,73,88,1123,1171,1168,1654,73,88,1123,1171,images/archive-original/1280-1289 I (1280-1283)/333o.jpg
334o.png,1,0,3,270,424,2000,1173,2024,1436,424,23,1173,1753,images/archive-original/1280-1289 I (1280-1283)/334o.jpg
335o.png,1,0,8,477,96,1726,1213,2024,1436,96,297,1213,1546,images/archive-original/1280-1289 I (1280-1283)/335o.jpg
336o.png,1,0,1,148,242,1148,1946,1436,2024,287,77,1287,1781,images/archive-original/1280-1289 I (1280-1283)/336o.jpg
337o.png,1,0,7,55,118,1306,1882,1436,2024,55,118,1306,1882,images/archive-original/1280-1289 I (1280-1283)/337o.jpg
338o.png,1,0,5,214,543,2014,1361,2024,1436,543,9,1361,1809,images/archive-original/1280-1289 I (1280-1283)/338o.jpg
339o.png,1,0,1,67,171,1604,2306,1656,2339,67,171,1604,2306,images/archive-original/1280-1289 I (1280-1283)/339o.jpg
340o.png,0,0,1,72,31,1604,2223,1656,2339,72,31,1604,2223,images/archive-original/1280-1289 I (1280-1283)/340o.jpg
341o.png,1,0,1,213,493,2022,1066,2339,1656,493,316,1066,2125,images/archive-original/1280-1289 I (1280-1283)/341o.jpg
342o.png,1,0,4,74,395,2287,1195,2339,1656,74,395,2287,1195,images/archive-original/1280-1289 I (1280-1283)/342o.jpg
343o.png,1,0,2,277,79,1979,1208,2024,1436,79,44,1208,1746,images/archive-original/1280-1289 II (1284-85)/343o.jpg
344o.png,1,0,1,178,114,1998,1409,2024,1436,114,25,1409,1845,images/archive-original/1280-1289 II (1284-85)/344o.jpg
345o.png,1,0,1,335,242,1904,852,2339,1656,335,242,1904,852,images/archive-original/1280-1289 II (1284-85)/345o.jpg
346o.png,1,0,1,103,33,2313,1599,2339,1656,103,33,2313,1599,images/archive-original/1280-1289 II (1284-85)/346o.jpg
347o.png,0,0,3,95,161,2309,1625,2339,1656,95,161,2309,1625,images/archive-original/1280-1289 II (1284-85)/347o.jpg
348o.png,0,0,4,36,44,2224,1342,2339,1656,36,44,2224,1342,images/archive-original/1280-1289 II (1284-85)/348o.jpg
349o.png,0,0,4,209,58,2324,1250,2339,1656,209,58,2324,1250,images/archive-original/1280-1289 II (1284-85)/349o.jpg
350o.png,1,0,2,36,44,2302,1633,2339,1656,36,44,2302,1633,images/archive-original/1280-1289 II (1284-85)/350o.jpg
351o.png,1,0,1,62,58,2313,1625,2339,1656,62,58,2313,1625,images/archive-original/1280-1289 II (1284-85)/351o.jpg
352o.png,1,0,1,33,29,2287,1581,2339,1656,33,29,2287,1581,images/archive-original/1280-1289 II (1284-85)/352o.jpg
353o.png,1,0,4,40,172,2261,1644,2339,1656,40,172,2261,1644,images/archive-original/1280-1289 II (1284-85)/353o.jpg
354o.png,1,0,1,191,156,2125,1518,2339,1656,191,156,2125,1518,images/archive-original/1280-1289 II (1284-85)/354o.jpg
355o.png,1,0,1,131,133,2268,1392,2339,1656,133,70,1392,2207,images/archive-original/1280-1289 II (1284-85)/355o.jpg
356o.png,1,0,2,194,105,2004,1409,2024,1436,105,19,1409,1829,images/archive-original/1280-1289 II (1284-85)/356o.jpg
357o.png,1,0,1,185,89,1995,1416,2024,1436,89,28,1416,1838,images/archive-original/1280-1289 II (1284-85)/357o.jpg
358o.png,1,0,3,225,481,2011,1369,2024,1436,481,12,1369,1798,images/archive-original/1280-1289 II (1284-85)/358o.jpg
359o.png,1,0,1,270,74,1956,1403,2024,1436,74,67,1403,1753,images/archive-original/1280-1289 II (1284-85)/359o.jpg
360o.png,1,0,4,198,124,2011,1368,2024,1436,124,12,1368,1825,images/archive-original/1280-1289 II (1284-85)/360o.jpg
361o.png,1,0,3,449,98,1874,1400,2024,1436,98,149,1400,1574,images/archive-original/1280-1289 II (1284-85)/361o.jpg
362o.png,1,0,1,149,315,2011,1356,2024,1436,315,12,1356,1874,images/archive-original/1280-1289 II (1284-85)/362o.jpg
363o.png,1,0,2,513,465,1673,1370,2024,1436,465,350,1370,1510,images/archive-original/1280-1289 II (1284-85)/363o.jpg
364o.png,1,0,4,146,67,2011,1416,2024,1436,67,12,1416,1877,images/archive-original/1280-1289 II (1284-85)/364o.jpg
365o.png,1,0,2,488,86,1838,1409,2024,1436,86,185,1409,1535,images/archive-original/1280-1289 II (1284-85)/365o.jpg
366o.png,1,0,2,178,67,2008,1416,2024,1436,67,15,1416,1845,images/archive-original/1280-1289 II (1284-85)/366o.jpg
367o.png,1,0,1,226,57,1992,1416,2024,1436,57,31,1416,1797,images/archive-original/1280-1289 II (1284-85)/367o.jpg
368o.png,1,0,1,229,67,2011,1406,2024,1436,67,12,1406,1794,images/archive-original/1280-1289 II (1284-85)/368o.jpg
369o.png,1,0,5,209,628,1996,1320,2024,1436,628,27,1320,1814,images/archive-original/1280-1289 II (1284-85)/369o.jpg
370o.png,1,0,4,239,257,2008,1301,2024,1436,257,15,1301,1784,images/archive-original/1280-1289 II (1284-85)/370o.jpg
371o.png,1,0,1,277,248,1931,1406,2024,1436,248,92,1406,1746,images/archive-original/1280-1289 II (1284-85)/371o.jpg
372o.png,1,0,2,564,335,1698,1342,2024,1436,335,325,1342,1459,images/archive-original/1280-1289 II (1284-85)/372o.jpg
373o.png,1,0,1,261,226,2008,1317,2024,1436,226,15,1317,1762,images/archive-original/1280-1289 II (1284-85)/373o.jpg
374o.png,1,0,4,374,180,1796,1243,2024,1436,180,227,1243,1649,images/archive-original/1280-1289 II (1284-85)/374o.jpg
375o.png,1,0,1,204,216,1982,1409,2024,1436,216,41,1409,1819,images/archive-original/1280-1289 II (1284-85)/375o.jpg
376o.png,1,0,1,328,232,1835,1406,2024,1436,232,188,1406,1695,images/archive-original/1280-1289 II (1284-85)/376o.jpg
377o.png,1,0,3,315,319,1998,1275,2024,1436,319,25,1275,1708,images/archive-original/1280-1289 II (1284-85)/377o.jpg
378o.png,1,0,3,447,296,1650,1346,2024,1436,296,373,1346,1576,images/archive-original/1280-1289 II (1284-85)/378o.jpg
379o.png,1,0,2,271,213,1972,1419,2024,1436,213,51,1419,1752,images/archive-original/1280-1289 II (1284-85)/379o.jpg
380o.png,1,0,2,213,201,2011,1412,2024,1436,201,12,1412,1810,images/archive-original/1280-1289 II (1284-85)/380o.jpg
381o.png,1,0,2,238,304,1880,841,2024,1436,304,143,841,1785,images/archive-original/1280-1289 II (1284-85)/381o.jpg
382o.png,1,0,3,264,105,2008,1297,2024,1436,105,15,1297,1759,images/archive-original/1280-1289 II (1284-85)/382o.jpg
383o.png,1,0,3,204,111,2008,1380,2024,1436,111,15,1380,1819,images/archive-original/1280-1289 II (1284-85)/383o.jpg
384o.png,1,0,9,251,77,957,1620,1168,1654,251,77,957,1620,images/archive-original/1280-1289 II (1284-85)/384o.jpg
385o.png,1,0,3,84,132,1619,1159,1654,1168,132,34,1159,1569,images/archive-original/1280-1289 II (1284-85)/385o.jpg
386o.png,1,0,5,115,49,1616,1167,1654,1168,49,37,1167,1538,images/archive-original/1280-1289 II (1284-85)/386o.jpg
387o.png,1,0,1,236,67,2008,1393,2024,1436,67,15,1393,1787,images/archive-original/1280-1289 II (1284-85)/387o.jpg
388o.png,1,0,6,294,590,1854,1209,2339,1656,294,590,1854,1209,images/archive-original/1280-1289 II (1284-85)/388o.jpg
389o.png,1,0,4,150,128,2291,1471,2339,1656,128,47,1471,2188,images/archive-original/1280-1289 II (1284-85)/389o.jpg
390o.png,1,0,2,104,81,2316,1555,2339,1656,81,22,1555,2234,images/archive-original/1280-1289 II (1284-85)/390o.jpg
391o.png,1,0,4,29,139,2202,1529,2339,1656,139,136,1529,2309,images/archive-original/1280-1289 II (1284-85)/391o.jpg
392o.png,1,0,2,88,106,2324,1566,2339,1656,106,14,1566,2250,images/archive-original/1280-1289 II (1284-85)/392o.jpg
393o.png,1,0,3,29,195,2320,1493,2339,1656,195,18,1493,2309,images/archive-original/1280-1289 II (1284-85)/393o.jpg
394o.png,1,0,3,29,209,2217,1522,2339,1656,209,121,1522,2309,images/archive-original/1280-1289 II (1284-85)/394o.jpg
395o.png,1,0,4,217,513,2011,1347,2024,1436,513,12,1347,1806,images/archive-original/1280-1289 II (1284-85)/395o.jpg
396o.png,1,0,1,181,459,2007,1376,2024,1436,459,16,1376,1842,images/archive-original/1280-1289 II (1284-85)/396o.jpg
397o.png,1,0,2,319,136,2011,1412,2024,1436,136,12,1412,1704,images/archive-original/1280-1289 II (1284-85)/397o.jpg
398o.png,1,0,7,325,63,1861,1384,2024,1436,63,162,1384,1698,images/archive-original/1280-1289 II (1284-85)/398o.jpg
399o.png,1,0,5,529,325,1833,1329,2024,1436,325,190,1329,1494,images/archive-original/1280-1289 II (1284-85)/399o.jpg
400o.png,1,0,2,252,25,2001,1400,2024,1436,25,22,1400,1771,images/archive-original/1280-1289 II (1284-85)/400o.jpg
401o.png,1,0,2,204,121,1877,1250,2024,1436,121,146,1250,1819,images/archive-original/1280-1289 II (1284-85)/401o.jpg
402o.png,1,0,2,277,108,1905,1412,2024,1436,108,118,1412,1746,images/archive-original/1280-1289 II (1284-85)/402o.jpg
403o.png,1,0,3,185,612,2011,1358,2024,1436,612,12,1358,1838,images/archive-original/1280-1289 II (1284-85)/403o.jpg
404o.png,1,0,1,450,727,1845,1363,2024,1436,727,178,1363,1573,images/archive-original/1280-1289 II (1284-85)/404o.jpg
405o.png,1,0,1,325,92,1864,1435,2024,1436,92,159,1435,1698,images/archive-original/1280-1289 II (1284-85)/405o.jpg
406o.png,1,0,1,197,130,1988,1364,2024,1436,130,35,1364,1826,images/archive-original/1280-1289 II (1284-85)/406o.jpg
407o.png,1,0,3,279,287,1934,1282,2024,1436,287,89,1282,1744,images/archive-original/1280-1289 II (1284-85)/407o.jpg
408o.png,1,0,1,362,652,1850,1358,2024,1436,652,173,1358,1661,images/archive-original/1280-1289 II (1284-85)/408o.jpg
409o.png,1,0,1,229,76,2014,1392,2024,1436,76,9,1392,1794,images/archive-original/1280-1289 II (1284-85)/409o.jpg
410o.png,1,0,7,232,322,2000,1333,2024,1436,322,23,1333,1791,images/archive-original/1280-1289 II (1284-85)/410o.jpg
411o.png,1,0,3,440,223,1864,1291,2024,1436,223,159,1291,1583,images/archive-original/1280-1289 II (1284-85)/411o.jpg
412o.png,1,0,6,213,485,2005,1275,2024,1436,485,18,1275,1810,images/archive-original/1280-1289 II (1284-85)/412o.jpg
413o.png,1,0,2,266,553,1957,1251,2024,1436,553,66,1251,1757,images/archive-original/1280-1289 II (1284-85)/413o.jpg
414o.png,1,0,1,197,41,2011,1412,2024,1436,41,12,1412,1826,images/archive-original/1280-1289 II (1284-85)/414o.jpg
415o.png,1,0,5,176,91,2000,1288,2024,1436,91,23,1288,1847,images/archive-original/1280-1289 II (1284-85)/415o.jpg
416o.png,1,0,2,211,112,2008,1416,2024,1436,112,15,1416,1812,images/archive-original/1280-1289 II (1284-85)/416o.jpg
417o.png,1,0,1,181,287,2004,1387,2024,1436,287,19,1387,1842,images/archive-original/1280-1289 II (1284-85)/417o.jpg
418o.png,1,0,3,241,99,2011,1406,2024,1436,99,12,1406,1782,images/archive-original/1280-1289 II (1284-85)/418o.jpg
419o.png,1,0,1,191,89,2011,1409,2024,1436,89,12,1409,1832,images/archive-original/1280-1289 II (1284-85)/419o.jpg
420o.png,1,0,3,347,609,1861,1333,2024,1436,609,162,1333,1676,images/archive-original/1280-1289 II (1284-85)/420o.jpg
421o.png,1,0,5,206,136,2006,1340,2024,1436,136,17,1340,1817,images/archive-original/1280-1289 II (1284-85)/421o.jpg
422o.png,1,0,1,250,342,2004,1367,2024,1436,342,19,1367,1773,images/archive-original/1280-1289 II (1284-85)/422o.jpg
423o.png,1,0,1,201,68,2008,1369,2024,1436,68,15,1369,1822,images/archive-original/1280-1289 II (1284-85)/423o.jpg
424o.png,1,0,4,295,471,1928,1245,2024,1436,471,95,1245,1728,images/archive-original/1280-1289 II (1284-85)/424o.jpg
425o.png,1,0,4,401,580,1882,1345,2024,1436,580,141,1345,1622,images/archive-original/1280-1289 II (1284-85)/425o.jpg
426o.png,1,0,2,348,328,1877,1352,2024,1436,328,146,1352,1675,images/archive-original/1280-1289 II (1284-85)/426o.jpg
427o.png,1,0,1,335,92,1867,1403,2024,1436,92,156,1403,1688,images/archive-original/1280-1289 II (1284-85)/427o.jpg
428o.png,1,0,5,310,606,1941,1343,2024,1436,606,82,1343,1713,images/archive-original/1280-1289 II (1284-85)/428o.jpg
429o.png,1,0,7,383,229,1778,1252,2024,1436,229,245,1252,1640,images/archive-original/1280-1289 II (1284-85)/429o.jpg
430o.png,1,0,2,258,245,1963,1419,2024,1436,245,60,1419,1765,images/archive-original/1280-1289 II (1284-85)/430o.jpg
431o.png,1,0,7,252,315,2011,1419,2024,1436,315,12,1419,1771,images/archive-original/1280-1289 II (1284-85)/431o.jpg
432o.png,1,0,9,245,306,2010,1219,2024,1436,306,13,1219,1778,images/archive-original/1280-1289 II (1284-85)/432o.jpg
433o.png,1,0,5,300,389,2011,1342,2024,1436,389,12,1342,1723,images/archive-original/1280-1289 II (1284-85)/433o.jpg
434o.png,1,0,3,281,321,2014,1339,2024,1436,321,9,1339,1742,images/archive-original/1280-1289 II (1284-85)/434o.jpg
435o.png,1,0,6,226,255,2014,1412,2024,1436,255,9,1412,1797,images/archive-original/1280-1289 II (1284-85)/435o.jpg
436o.png,1,0,1,229,459,2003,1245,2024,1436,459,20,1245,1794,images/archive-original/1280-1289 II (1284-85)/436o.jpg
437o.png,1,0,6,252,197,2013,1213,2024,1436,197,10,1213,1771,images/archive-original/1280-1289 II (1284-85)/437o.jpg
438o.png,1,0,1,175,101,1398,1140,1654,1168,175,101,1398,1140,images/archive-original/1280-1289 II (1284-85)/438o.jpg
439o.png,1,0,3,242,392,2008,1409,2024,1436,392,15,1409,1781,images/archive-original/1280-1289 III (1286-89)/439o.jpg
440o.png,1,0,3,360,743,1734,1379,2024,1436,743,289,1379,1663,images/archive-original/1280-1289 III (1286-89)/440o.jpg
441o.png,1,0,4,184,882,1984,1348,2024,1436,882,39,1348,1839,images/archive-original/1280-1289 III (1286-89)/441o.jpg
442o.png,1,0,3,266,284,1905,1412,2024,1436,284,118,1412,1757,images/archive-original/1280-1289 III (1286-89)/442o.jpg
443o.png,1,0,1,172,25,2011,1409,2024,1436,25,12,1409,1851,images/archive-original/1280-1289 III (1286-89)/443o.jpg
444o.png,1,0,3,183,169,2008,1323,2024,1436,169,15,1323,1840,images/archive-original/1280-1289 III (1286-89)/444o.jpg
445o.png,1,0,3,587,421,1772,1067,2024,1436,421,251,1067,1436,images/archive-original/1280-1289 III (1286-89)/445o.jpg
446o.png,1,0,2,276,432,1893,1409,2024,1436,432,130,1409,1747,images/archive-original/1280-1289 III (1286-89)/446o.jpg
